le,le disc,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
46,22.21696852,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,22.40437462,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,22.58522151,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,22.75973876,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,22.9281479,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,23.09066272,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,23.24748953,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,23.39882739,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,23.54486844,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,23.68579804,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,23.82179511,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0.135997069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,23.95303228,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0.135997069,0.131237171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,24.07967615,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0.135997069,0.131237171,0.12664387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,24.20188749,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0.135997069,0.131237171,0.12664387,0.122211335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,24.31982142,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0.135997069,0.131237171,0.12664387,0.122211335,0.117933938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,24.43362767,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0.135997069,0.131237171,0.12664387,0.122211335,0.117933938,0.11380625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,24.5434507,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0.135997069,0.131237171,0.12664387,0.122211335,0.117933938,0.11380625,0.109823031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,24.64942993,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0.135997069,0.131237171,0.12664387,0.122211335,0.117933938,0.11380625,0.109823031,0.105979225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,24.75169988,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0.135997069,0.131237171,0.12664387,0.122211335,0.117933938,0.11380625,0.109823031,0.105979225,0.102269952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,24.85039039,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0.135997069,0.131237171,0.12664387,0.122211335,0.117933938,0.11380625,0.109823031,0.105979225,0.102269952,0.098690504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,24.94562672,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0.135997069,0.131237171,0.12664387,0.122211335,0.117933938,0.11380625,0.109823031,0.105979225,0.102269952,0.098690504,0.095236336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,25.03752979,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0.135997069,0.131237171,0.12664387,0.122211335,0.117933938,0.11380625,0.109823031,0.105979225,0.102269952,0.098690504,0.095236336,0.091903065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,25.12621625,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0.135997069,0.131237171,0.12664387,0.122211335,0.117933938,0.11380625,0.109823031,0.105979225,0.102269952,0.098690504,0.095236336,0.091903065,0.088686457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,25.21179868,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0.135997069,0.131237171,0.12664387,0.122211335,0.117933938,0.11380625,0.109823031,0.105979225,0.102269952,0.098690504,0.095236336,0.091903065,0.088686457,0.085582431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,25.29438572,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0.135997069,0.131237171,0.12664387,0.122211335,0.117933938,0.11380625,0.109823031,0.105979225,0.102269952,0.098690504,0.095236336,0.091903065,0.088686457,0.085582431,0.082587046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,25.37408222,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0.135997069,0.131237171,0.12664387,0.122211335,0.117933938,0.11380625,0.109823031,0.105979225,0.102269952,0.098690504,0.095236336,0.091903065,0.088686457,0.085582431,0.082587046,0.0796965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,25.45098934,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0.135997069,0.131237171,0.12664387,0.122211335,0.117933938,0.11380625,0.109823031,0.105979225,0.102269952,0.098690504,0.095236336,0.091903065,0.088686457,0.085582431,0.082587046,0.0796965,0.076907122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,25.52520472,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0.135997069,0.131237171,0.12664387,0.122211335,0.117933938,0.11380625,0.109823031,0.105979225,0.102269952,0.098690504,0.095236336,0.091903065,0.088686457,0.085582431,0.082587046,0.0796965,0.076907122,0.074215373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,25.59682255,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0.135997069,0.131237171,0.12664387,0.122211335,0.117933938,0.11380625,0.109823031,0.105979225,0.102269952,0.098690504,0.095236336,0.091903065,0.088686457,0.085582431,0.082587046,0.0796965,0.076907122,0.074215373,0.071617835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,25.66593376,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0.135997069,0.131237171,0.12664387,0.122211335,0.117933938,0.11380625,0.109823031,0.105979225,0.102269952,0.098690504,0.095236336,0.091903065,0.088686457,0.085582431,0.082587046,0.0796965,0.076907122,0.074215373,0.071617835,0.069111211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
